Proposal,Observation,Data Type,Intent,Instrument,Filter,Target Moving,Target Name,Polygon Boundary,Exposure Start,Exposure End,Exposure Length (m),Asteroids,Common Name,JPL Classification,JPL Radius (km),JPL Geo Albedo,JPL Phase Angle (Deg),JPL Sun-Asteroid Dist (AU),JPL Asteroid-JWST Dist (AU),"JPL Midpoint (RA,DEC)",JPL Pos Rates (arcsec/hr),JPL Pos Uncertainty (arcsec),Readout Mode,Sub Array Configuation,Array Data Type,Dither Type,BrightSky Pix Numbers,Pixel Units,Flux Density (MJy/sr),Pixel Area (arcsec2/Pix),JPL Visual Magnitude (mag),JPL Surface Brightness (mag/arcsec2),Asteroid Flux (mJy),Flux Error %,Annulus / Img Median,S/N,JPL Asteroid Distance (pix),JPL Asteroid Distance (arcsec/exptime),JPL Center Offset (arcsec),Aperture NAN Perc,Annulus NAN Perc,Streak Flag,Datalabs
1837,jw01837001019_08101_00002_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-1,Polygon 34.23907759900001 -5.105774828999997 34.269482613000015 -5.097754386999999 34.27779837400002 -5.128055957999997 34.247518032000016 -5.1363424680000005,2023-01-22 20:17:12.190,2023-01-22 20:24:38.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001020_02101_00001_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-1,Polygon 34.20647837399998 -5.105421514000001 34.23688455399998 -5.097402539999997 34.24519846199999 -5.1277043120000005 34.21491742599998 -5.135989615999998,2023-01-22 20:37:35.956,2023-01-22 20:44:59.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001020_02101_00002_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-1,Polygon 34.20650010100001 -5.105906288999998 34.23690634100003 -5.097887456999997 34.24522011300002 -5.128189268000002 34.21493901500003 -5.136474430000001,2023-01-22 20:46:20.499,2023-01-22 20:53:44.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001020_04101_00001_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-1,Polygon 34.206479132 -5.105421434000001 34.23688534399998 -5.097402582999998 34.245199127999996 -5.127704388999999 34.21491805899997 -5.1359895700000004,2023-01-22 20:59:03.634,2023-01-22 21:06:27.640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001020_04101_00002_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-1,Polygon 34.2064999 -5.105906232999998 34.23690613600003 -5.097887388000002 34.24521992099998 -5.128189195999999 34.21493882599999 -5.136474370000003,2023-01-22 21:07:53.682,2023-01-22 21:15:17.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001020_06101_00001_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-1,Polygon 34.20645512200002 -5.105415557999999 34.23686057100001 -5.097396817000003 34.24517461900002 -5.127698852999998 34.21489382499997 -5.135983669999999,2023-01-22 21:21:12.890,2023-01-22 21:28:39.671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001020_06101_00002_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-1,Polygon 34.20647544099999 -5.105900331000001 34.23688089800001 -5.0978815330000025 34.245195010000025 -5.128183552999999 34.21491421000003 -5.136468427,2023-01-22 21:30:05.754,2023-01-22 21:37:32.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001020_08101_00001_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-1,Polygon 34.20645462199998 -5.105415487000003 34.23686005700003 -5.097396691 34.245174158999994 -5.127698712000003 34.214893382 -5.1359835830000025,2023-01-22 21:42:57.209,2023-01-22 21:50:23.990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001020_08101_00002_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-1,Polygon 34.206475456999996 -5.105900287999999 34.236880919 -5.097881507999998 34.245195012 -5.128183533000001 34.21491420700002 -5.136468388000001,2023-01-22 21:51:47.256,2023-01-22 21:59:14.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001021_02101_00001_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-1,Polygon 34.211722240000014 -5.125305321000002 34.24212927500001 -5.117286013999998 34.25044378100002 -5.147587694000003 34.22016189100001 -5.155873330999999,2023-01-22 22:11:23.918,2023-01-22 22:18:47.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001021_02101_00002_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-1,Polygon 34.211743118 -5.125790239999997 34.24215018499998 -5.117770965000002 34.250464663999985 -5.148072653999998 34.220182743000024 -5.1563582589999974,2023-01-22 22:20:11.150,2023-01-22 22:27:35.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001021_04101_00001_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-1,Polygon 34.211722254000016 -5.1253053060000004 34.24212928699998 -5.117285988999999 34.250443801000024 -5.147587667000002 34.22016191400002 -5.155873313000003,2023-01-22 22:32:57.101,2023-01-22 22:40:21.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001021_04101_00002_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-1,Polygon 34.211742927999985 -5.125790229999998 34.242149982 -5.117770904999999 34.25046451100002 -5.148072580000002 34.22018260400001 -5.156358234999999,2023-01-22 22:41:41.580,2023-01-22 22:49:05.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001021_06101_00001_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-1,Polygon 34.21169835800002 -5.125299508000003 34.24210462899998 -5.117280304000003 34.250419404000006 -5.147582212000002 34.220137791999974 -5.1558674909999995,2023-01-22 22:55:00.789,2023-01-22 23:02:27.570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001021_06101_00002_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-1,Polygon 34.211718972999996 -5.125784413999999 34.24212526100002 -5.117765189000001 34.250440063 -5.148067092999999 34.22015843400002 -5.156352392,2023-01-22 23:03:53.652,2023-01-22 23:11:20.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001021_08101_00001_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-1,Polygon 34.21169807800001 -5.125299471999999 34.242104330999986 -5.117280200999998 34.25041917400002 -5.147582091000002 34.22013758100001 -5.1558674369999995,2023-01-22 23:16:47.923,2023-01-22 23:24:14.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001021_08101_00002_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-1,Polygon 34.211719068000015 -5.125784452999998 34.242125357999996 -5.117765234999997 34.25044015299998 -5.148067140000002 34.22015852199998 -5.1563524329999995,2023-01-22 23:25:40.723,2023-01-22 23:33:07.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001022_02101_00001_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-1,Polygon 34.217007231999986 -5.145183436999998 34.247415168999986 -5.137163955999999 34.25573011200001 -5.167465588000001 34.22544732100002 -5.175751400000004,2023-01-22 23:45:22.889,2023-01-22 23:52:46.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001022_02101_00002_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-1,Polygon 34.21702764600002 -5.145668283999997 34.24743559099999 -5.137648744000002 34.25575059900002 -5.1679503600000025 34.22546780099998 -5.1762362300000015,2023-01-22 23:54:10.184,2023-01-23 00:01:34.190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001022_04101_00001_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-1,Polygon 34.217006944 -5.145183393999997 34.24741486300001 -5.137163845999998 34.255729873 -5.167465459999998 34.225447100000004 -5.1757513390000005,2023-01-23 00:06:53.319,2023-01-23 00:14:17.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001022_04101_00002_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-1,Polygon 34.217027712 -5.145668315999999 34.24743565699998 -5.13764878 34.25575066100001 -5.167950398000002 34.22546786199998 -5.176236263999998,2023-01-23 00:15:40.615,2023-01-23 00:23:04.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001022_06101_00001_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-1,Polygon 34.21698279500001 -5.145177591999997 34.247389939 -5.137158106000001 34.25570525900001 -5.167459937999997 34.225422776000016 -5.175745499000001,2023-01-23 00:28:57.071,2023-01-23 00:36:23.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001022_06101_00002_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-1,Polygon 34.21700361700001 -5.145662487999999 34.247410789 -5.137643023999997 34.255726095000014 -5.167944861000001 34.22544358299999 -5.1762304010000015,2023-01-23 00:37:44.302,2023-01-23 00:45:11.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001022_08101_00001_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-1,Polygon 34.21698269399998 -5.145177578000003 34.24738982999999 -5.137158063 34.255705180000014 -5.167459885999997 34.22542270500001 -5.175745476999997,2023-01-23 00:50:30.254,2023-01-23 00:57:57.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837001022_08101_00002_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-1,Polygon 34.217003628 -5.145662521000003 34.24741079800002 -5.137643051999998 34.25572610999999 -5.167944887 34.225443599000016 -5.176230432999998,2023-01-23 00:59:23.053,2023-01-23 01:06:49.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002001_02101_00001_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.270403825000024 -5.297560234999998 34.23998236500001 -5.305581314999999 34.231665805999974 -5.275273451999999 34.261959345000015 -5.266986793999999,2023-07-28 05:32:33.730,2023-07-28 05:39:57.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002001_02101_00002_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.27038369899998 -5.297075447000001 34.239962288 -5.305096620999998 34.23164564199999 -5.274788783 34.26193913100001 -5.266502032000002,2023-07-28 05:41:23.778,2023-07-28 05:48:47.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002001_04101_00001_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.270404584000026 -5.297560401 34.23998314999997 -5.305581579999998 34.23166649199999 -5.275273745000002 34.261960002999984 -5.266986987000001,2023-07-28 05:54:04.161,2023-07-28 06:01:28.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002001_04101_00002_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.270383859999974 -5.297075491000002 34.239962451000025 -5.305096673000001 34.23164579699997 -5.274788838000001 34.26193928299999 -5.2665020779999985,2023-07-28 06:02:54.209,2023-07-28 06:10:18.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002001_06101_00001_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.270428782999986 -5.297566279999999 34.240008118999974 -5.305587377000002 34.23169117 -5.275279319000003 34.261984397 -5.266992898999997,2023-07-28 06:16:13.417,2023-07-28 06:23:40.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002001_06101_00002_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.27040796800003 -5.297081393999999 34.239987323999976 -5.305102478999998 34.23167039400002 -5.274794416999997 34.26196360100001 -5.266508009999997,2023-07-28 06:25:09.032,2023-07-28 06:32:35.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002001_08101_00001_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.270428635 -5.2975663509999995 34.24000796099999 -5.305587408999998 34.23169105200003 -5.27527934 34.261984290000015 -5.2669929589999995,2023-07-28 06:38:08.872,2023-07-28 06:45:35.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002001_08101_00002_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.27040826499998 -5.297081452000002 34.23998762900002 -5.305102564000001 34.23167067200001 -5.274794510000003 34.26196387100001 -5.266508076000004,2023-07-28 06:46:58.855,2023-07-28 06:54:25.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002002_02101_00001_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.26512006900003 -5.277682516 34.23469962299997 -5.285703732000003 34.22638319099999 -5.255395906999999 34.25667572399998 -5.247109111999999,2023-07-28 07:06:32.765,2023-07-28 07:13:56.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002002_02101_00002_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.26509971399998 -5.277197867999999 34.234679308000004 -5.285219147000001 34.226362819999984 -5.254911339 34.256655311999985 -5.246624482000002,2023-07-28 07:15:19.996,2023-07-28 07:22:44.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002002_04101_00001_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.26512039299998 -5.277682763000002 34.234699955000025 -5.2857040149999985 34.22638348799999 -5.255396198999999 34.25667601200003 -5.247109369000001,2023-07-28 07:28:00.380,2023-07-28 07:35:24.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002002_04101_00002_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.265099942 -5.277197962 34.234679541 -5.285219257999997 34.22636303499999 -5.254911454999998 34.25665552200001 -5.246624580999998,2023-07-28 07:36:55.995,2023-07-28 07:44:20.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002002_06101_00001_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.265144855 -5.277688633000002 34.234725196999975 -5.2857098360000005 34.226408405000015 -5.255401807000001 34.25670063499999 -5.247115280000001,2023-07-28 07:50:18.019,2023-07-28 07:57:44.800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002002_06101_00002_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.265124036999985 -5.277203836000003 34.234704400999995 -5.285225035999998 34.22638761900002 -5.2549170059999994 34.25667982599999 -5.2466304830000015,2023-07-28 07:59:05.251,2023-07-28 08:06:32.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002002_08101_00001_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.265145067 -5.277688743999999 34.23472541299997 -5.285709963000002 34.22640860399999 -5.255401939000001 34.256700829999986 -5.247115396,2023-07-28 08:11:51.202,2023-07-28 08:19:17.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002002_08101_00002_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.26512405500002 -5.277203886000001 34.23470441599997 -5.285225072000001 34.22638764700002 -5.254917039000002 34.25667985799997 -5.246630528999999,2023-07-28 08:20:44.002,2023-07-28 08:28:10.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002003_02101_00001_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.297769848 -5.277549 34.26734978100001 -5.2855716180000005 34.25903194199999 -5.255264176999997 34.28932408299998 -5.246975985,2023-07-28 08:41:02.327,2023-07-28 08:48:26.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002003_02101_00002_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.29774868099998 -5.2770641980000015 34.26732862300002 -5.285086762999999 34.25901084399998 -5.254779307 34.28930297699998 -5.246491169000002,2023-07-28 08:49:52.311,2023-07-28 08:57:16.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002003_04101_00001_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.29776984499999 -5.277549156000003 34.267349775 -5.285571762 34.259031949 -5.255264318 34.28932409299998 -5.246976139000004,2023-07-28 09:02:38.262,2023-07-28 09:10:02.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002003_04101_00002_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.297749080999985 -5.277064270999999 34.26732903400001 -5.285086877000002 34.25901121400002 -5.254779432 34.28930333499999 -5.2464912529999985,2023-07-28 09:11:22.742,2023-07-28 09:18:46.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002003_06101_00001_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.29779353899998 -5.277555003999999 34.267374218999976 -5.2855774549999985 34.25905617500002 -5.255269766999998 34.28934805500002 -5.246981997999998,2023-07-28 09:24:39.198,2023-07-28 09:32:05.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002003_06101_00002_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.297772828000014 -5.277070157000002 34.267353535000005 -5.2850926179999975 34.259035487 -5.254784932999998 34.289327342000014 -5.246497154000001,2023-07-28 09:33:29.245,2023-07-28 09:40:56.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002003_08101_00001_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.29779427799998 -5.277555105000003 34.26737498200002 -5.285577646 34.25905684699999 -5.255269983999999 34.28934870299999 -5.2469821250000015,2023-07-28 09:46:20.765,2023-07-28 09:53:47.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002003_08101_00002_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.297773304 -5.277070232999999 34.26735402499999 -5.285092745000002 34.25903592499999 -5.254785075000003 34.28932776500003 -5.2464972439999995,2023-07-28 09:55:10.812,2023-07-28 10:02:37.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002004_02101_00001_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.30305515399998 -5.297426530000002 34.27263407700001 -5.305449023999998 34.264316101000006 -5.275141548 34.29460924299999 -5.266853482,2023-07-28 10:19:38.802,2023-07-28 10:27:02.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002004_02101_00002_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.30303501600002 -5.296941820999999 34.27261398699999 -5.304964406999999 34.26429592400001 -5.274656957000002 34.294589018 -5.266368799000003,2023-07-28 10:28:26.097,2023-07-28 10:35:50.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002004_04101_00001_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.30305601199997 -5.297426722999998 34.27263496399999 -5.305449322999999 34.26431688000002 -5.2751418759999975 34.29460999300002 -5.266853704999998,2023-07-28 10:41:17.552,2023-07-28 10:48:41.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002004_04101_00002_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.30303527900002 -5.296941866000001 34.27261425500003 -5.304964471999998 34.26429617199999 -5.274657026999998 34.294589261 -5.266368850000001,2023-07-28 10:50:04.848,2023-07-28 10:57:28.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002004_06101_00001_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.30308053299998 -5.2974326140000025 34.272660266000024 -5.305455176999997 34.26434184600001 -5.275147519999999 34.294634663000004 -5.266859639999998,2023-07-28 11:03:29.624,2023-07-28 11:10:56.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002004_06101_00002_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.30305957299999 -5.296947762 34.27263932400002 -5.304970300999998 34.264320935 -5.2746626370000005 34.29461373499999 -5.266374782,2023-07-28 11:12:16.920,2023-07-28 11:19:43.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002004_08101_00001_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.30308067699997 -5.297432711999998 34.27266041199998 -5.305455280000002 34.26434198600001 -5.275147624999998 34.294634802000026 -5.26685974,2023-07-28 11:25:05.623,2023-07-28 11:32:32.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002004_08101_00002_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.30305957399998 -5.296947811999999 34.272639321000014 -5.304970334000001 34.26432094800002 -5.274662665000002 34.29461375299998 -5.266374827000003,2023-07-28 11:33:55.670,2023-07-28 11:41:22.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002005_02101_00001_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.335708854999986 -5.297291053999998 34.30528825199999 -5.305315304000001 34.29696851199998 -5.275008309999998 34.32726116500003 -5.266718494999998,2023-07-28 15:13:05.184,2023-07-28 15:20:29.190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002005_02101_00002_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.33568941999999 -5.296806165999998 34.30526889299998 -5.304830607999998 34.296948967 -5.274523666 34.32724154300002 -5.26623366,2023-07-28 15:21:55.232,2023-07-28 15:29:19.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002005_04101_00001_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.335709910999995 -5.297291152 34.305289345000006 -5.305315539999998 34.29696946700002 -5.275008583000002 34.327262082000026 -5.266718631,2023-07-28 15:34:35.615,2023-07-28 15:41:59.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002005_04101_00002_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.335689334999984 -5.296806238000001 34.3052688 -5.304830650999999 34.296948902 -5.274523701999999 34.327241486000005 -5.266233723999999,2023-07-28 15:43:25.663,2023-07-28 15:50:49.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002005_06101_00001_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.335734431999995 -5.297297013000002 34.30531464900001 -5.305321365999997 34.29699443199998 -5.275014199000001 34.32728675000003 -5.266724536999998,2023-07-28 15:56:42.119,2023-07-28 16:04:08.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002005_06101_00002_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.335713871000024 -5.296812125999997 34.30529412000001 -5.304836507999999 34.296973880000024 -5.274529349000002 34.32726616700002 -5.266239657999998,2023-07-28 16:05:32.166,2023-07-28 16:12:58.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002005_08101_00001_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.33573443999998 -5.2972970859999995 34.305314652999996 -5.305321422999998 34.29699445199998 -5.275014252000001 34.327286775000005 -5.266724606,2023-07-28 16:18:23.686,2023-07-28 16:25:50.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002005_08101_00002_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.33571388900001 -5.296812182999999 34.30529413400001 -5.304836550000001 34.296973909 -5.274529387000001 34.32726619999998 -5.266239710999998,2023-07-28 16:27:10.917,2023-07-28 16:34:37.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002006_02101_00001_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.33042064000001 -5.277413712000001 34.30000098700001 -5.285437859 34.291681613999984 -5.255130836999998 34.321973326999974 -5.246841124000001,2023-07-28 16:50:51.803,2023-07-28 16:58:15.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002007_02101_00001_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.325170424 -5.257530712000003 34.29475159999998 -5.265554312999996 34.286433038 -5.2352471419999995 34.31672393699999 -5.226957971000001,2023-07-28 17:40:54.424,2023-07-28 17:48:18.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002007_02101_00002_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.325150581000024 -5.257045724000001 34.294731823999975 -5.265069484 34.28641310799999 -5.234762356999998 34.31670393899998 -5.226473027000001,2023-07-28 17:49:44.471,2023-07-28 17:57:08.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002007_04101_00001_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.325171398999984 -5.257530649999999 34.29475262300002 -5.265554429000001 34.286433882000004 -5.235247307000001 34.31672473200002 -5.226957959000002,2023-07-28 18:02:24.855,2023-07-28 18:09:48.861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002007_04101_00002_mirimage,image,science,MIRI/IMAGE,F770W,No,UDS-2,Polygon 34.32515065000002 -5.257045701000003 34.294731897000005 -5.2650694809999985 34.286413162 -5.2347623599999995 34.31670398800002 -5.2264730099999985,2023-07-28 18:11:09.334,2023-07-28 18:18:33.340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002007_06101_00001_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.32519548599999 -5.2575364659999995 34.29477748199997 -5.265560171999998 34.28645844000002 -5.235252830000002 34.316749004000016 -5.226963808999999,2023-07-28 18:24:31.358,2023-07-28 18:31:58.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002007_06101_00002_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.32517479200001 -5.2570515219999985 34.294756814000024 -5.265075238000001 34.286437769 -5.234767898000001 34.316728305999995 -5.226478868,2023-07-28 18:33:24.222,2023-07-28 18:40:51.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,jw01837002007_08101_00001_mirimage,image,science,MIRI/IMAGE,F1800W,No,UDS-2,Polygon 34.325195349 -5.257536475999998 34.29477734000001 -5.265560166000002 34.28645831400001 -5.235252820000004 34.316748882 -5.226963815000001,2023-07-28 18:46:10.109,2023-07-28 18:53:36.890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
